index,Total,Fishing,TugTow,Recreational,Passenger,Cargo,Tanker,Other,Unavailable
2020-08-23,378.0,14.0,39.0,229.0,20.0,19.0,12.0,17.0,28.0
2020-08-24,363.0,13.0,45.0,195.0,32.0,21.0,11.0,15.0,31.0
2020-08-25,349.0,12.0,44.0,183.0,30.0,22.0,10.0,18.0,30.0
2020-08-26,363.0,10.0,44.0,201.0,29.0,23.0,10.0,16.0,30.0
2020-08-27,357.0,10.0,44.0,198.0,30.0,23.0,6.0,17.0,29.0
2020-08-28,392.0,11.0,45.0,217.0,36.0,23.0,6.0,24.0,30.0
2020-08-29,412.0,11.0,42.0,249.0,31.0,20.0,9.0,20.0,30.0
2020-08-30,416.0,11.0,40.0,255.0,26.0,26.0,10.0,20.0,28.0
2020-08-31,381.0,11.0,45.0,206.0,30.0,24.0,11.0,23.0,31.0
2020-09-01,366.0,9.0,48.0,200.0,33.0,19.0,10.0,21.0,26.0
2020-09-02,367.0,9.0,49.0,194.0,33.0,19.0,9.0,21.0,33.0
2020-09-03,384.0,6.0,46.0,212.0,38.0,21.0,7.0,21.0,33.0
2020-09-04,425.0,10.0,49.0,253.0,37.0,22.0,5.0,17.0,32.0
2020-09-05,437.0,11.0,40.0,285.0,33.0,21.0,7.0,14.0,26.0
2020-09-06,458.0,12.0,38.0,311.0,24.0,18.0,5.0,19.0,31.0
2020-09-07,447.0,11.0,37.0,298.0,26.0,20.0,9.0,16.0,30.0
2020-09-08,394.0,11.0,46.0,222.0,35.0,25.0,8.0,19.0,28.0
2020-09-09,371.0,15.0,45.0,188.0,33.0,29.0,9.0,23.0,29.0
2020-09-10,365.0,13.0,47.0,186.0,30.0,26.0,10.0,23.0,30.0
2020-09-11,349.0,18.0,47.0,178.0,25.0,24.0,5.0,22.0,30.0
2020-09-12,342.0,9.0,43.0,181.0,28.0,26.0,5.0,20.0,30.0
2020-09-13,335.0,5.0,41.0,189.0,20.0,26.0,7.0,19.0,28.0
2020-09-14,344.0,5.0,44.0,178.0,27.0,28.0,6.0,26.0,30.0
2020-09-15,359.0,9.0,43.0,189.0,29.0,25.0,7.0,25.0,32.0
2020-09-16,376.0,9.0,44.0,198.0,31.0,27.0,7.0,27.0,33.0
2020-09-17,391.0,9.0,48.0,205.0,38.0,28.0,6.0,27.0,30.0
2020-09-18,403.0,10.0,50.0,214.0,36.0,30.0,6.0,24.0,33.0
2020-09-19,461.0,9.0,44.0,281.0,39.0,28.0,9.0,22.0,29.0
2020-09-20,444.0,9.0,40.0,279.0,30.0,26.0,8.0,21.0,31.0
2020-09-21,380.0,5.0,47.0,202.0,37.0,28.0,8.0,24.0,29.0
2020-09-22,368.0,8.0,46.0,184.0,31.0,33.0,8.0,28.0,30.0
2020-09-23,380.0,11.0,48.0,186.0,33.0,33.0,9.0,28.0,32.0
2020-09-24,383.0,11.0,45.0,193.0,31.0,36.0,9.0,31.0,27.0
2020-09-25,403.0,12.0,43.0,217.0,31.0,29.0,9.0,28.0,34.0
2020-09-26,411.0,9.0,40.0,246.0,36.0,23.0,8.0,21.0,28.0
2020-09-27,453.0,11.0,37.0,282.0,30.0,27.0,12.0,23.0,31.0
2020-09-28,412.0,11.0,45.0,219.0,38.0,23.0,14.0,31.0,31.0
2020-09-29,393.0,13.0,50.0,191.0,39.0,24.0,12.0,29.0,35.0
2020-09-30,384.0,16.0,48.0,191.0,39.0,21.0,11.0,24.0,34.0
2020-10-01,388.0,13.0,47.0,196.0,39.0,26.0,8.0,24.0,35.0
2020-10-02,388.0,14.0,52.0,200.0,36.0,23.0,9.0,23.0,31.0
2020-10-03,422.0,14.0,47.0,232.0,37.0,25.0,9.0,24.0,34.0
2020-10-04,441.0,12.0,44.0,264.0,33.0,24.0,12.0,23.0,29.0
2020-10-05,405.0,14.0,46.0,208.0,38.0,26.0,11.0,30.0,32.0
2020-10-06,375.0,16.0,46.0,187.0,29.0,24.0,11.0,28.0,34.0
2020-10-07,376.0,14.0,43.0,194.0,30.0,28.0,9.0,27.0,31.0
2020-10-08,373.0,10.0,44.0,192.0,35.0,27.0,8.0,28.0,29.0
2020-10-09,384.0,14.0,45.0,204.0,30.0,23.0,10.0,26.0,32.0
2020-10-10,413.0,11.0,39.0,243.0,32.0,25.0,11.0,20.0,32.0
2020-10-11,442.0,10.0,38.0,282.0,29.0,29.0,11.0,16.0,27.0
2020-10-12,400.0,11.0,47.0,220.0,34.0,30.0,11.0,18.0,29.0
2020-10-13,379.0,10.0,47.0,202.0,31.0,25.0,11.0,24.0,29.0
2020-10-14,367.0,11.0,50.0,185.0,31.0,27.0,8.0,28.0,27.0
2020-10-15,372.0,13.0,46.0,191.0,36.0,26.0,7.0,25.0,28.0
2020-10-16,394.0,13.0,46.0,213.0,33.0,24.0,6.0,26.0,33.0
2020-10-17,445.0,11.0,40.0,271.0,37.0,26.0,5.0,24.0,31.0
2020-10-18,454.0,11.0,40.0,286.0,34.0,28.0,4.0,23.0,28.0
2020-10-19,384.0,10.0,48.0,204.0,38.0,31.0,4.0,17.0,32.0
2020-10-20,363.0,8.0,45.0,191.0,34.0,27.0,5.0,20.0,33.0
2020-10-21,355.0,12.0,39.0,183.0,35.0,27.0,7.0,23.0,29.0
2020-10-22,365.0,8.0,47.0,188.0,37.0,31.0,8.0,17.0,29.0
2020-10-23,373.0,9.0,44.0,200.0,35.0,23.0,7.0,23.0,32.0
2020-10-24,418.0,9.0,42.0,247.0,37.0,24.0,6.0,25.0,28.0
2020-10-25,415.0,12.0,43.0,253.0,28.0,23.0,7.0,20.0,29.0
2020-10-26,363.0,11.0,47.0,192.0,33.0,22.0,9.0,19.0,30.0
2020-10-27,352.0,9.0,46.0,180.0,32.0,28.0,9.0,20.0,28.0
2020-10-28,364.0,9.0,45.0,188.0,31.0,26.0,9.0,25.0,31.0
2020-10-29,383.0,7.0,49.0,192.0,34.0,29.0,10.0,25.0,37.0
2020-10-30,395.0,7.0,48.0,211.0,33.0,28.0,12.0,21.0,35.0
2020-10-31,428.0,8.0,42.0,256.0,36.0,25.0,9.0,18.0,34.0
2020-11-01,406.0,12.0,38.0,255.0,25.0,23.0,10.0,15.0,28.0
2020-11-02,394.0,8.0,46.0,215.0,32.0,23.0,9.0,28.0,33.0
2020-11-03,360.0,8.0,45.0,185.0,29.0,22.0,8.0,25.0,38.0
2020-11-04,353.0,10.0,44.0,188.0,29.0,21.0,5.0,21.0,35.0
2020-11-05,374.0,10.0,44.0,200.0,31.0,23.0,6.0,23.0,37.0
2020-11-06,370.0,9.0,47.0,192.0,32.0,24.0,4.0,25.0,37.0
2020-11-07,406.0,9.0,40.0,231.0,36.0,25.0,6.0,24.0,35.0
2020-11-08,384.0,7.0,44.0,215.0,25.0,27.0,8.0,26.0,32.0
2020-11-09,364.0,9.0,47.0,183.0,29.0,26.0,10.0,24.0,36.0
2020-11-10,360.0,7.0,47.0,185.0,27.0,30.0,10.0,21.0,33.0
2020-11-11,366.0,10.0,46.0,190.0,27.0,29.0,11.0,22.0,31.0
2020-11-12,364.0,9.0,50.0,179.0,37.0,26.0,9.0,23.0,31.0
2020-11-13,352.0,9.0,45.0,173.0,33.0,21.0,9.0,29.0,33.0
2020-11-14,387.0,10.0,44.0,212.0,30.0,22.0,8.0,25.0,36.0
2020-11-15,404.0,9.0,45.0,241.0,24.0,22.0,9.0,21.0,33.0
2020-11-16,368.0,8.0,50.0,187.0,36.0,22.0,6.0,25.0,34.0
2020-11-17,327.0,7.0,47.0,159.0,26.0,27.0,6.0,25.0,30.0
2020-11-18,329.0,7.0,47.0,154.0,28.0,31.0,8.0,24.0,30.0
2020-11-19,346.0,10.0,44.0,164.0,30.0,32.0,7.0,25.0,34.0
2020-11-20,375.0,9.0,44.0,189.0,33.0,29.0,8.0,27.0,36.0
2020-11-21,384.0,12.0,40.0,206.0,30.0,32.0,7.0,27.0,30.0
2020-11-22,395.0,11.0,40.0,233.0,24.0,30.0,7.0,23.0,27.0
2020-11-23,388.0,11.0,48.0,189.0,32.0,33.0,9.0,36.0,30.0
2020-11-24,364.0,11.0,52.0,173.0,33.0,30.0,8.0,28.0,29.0
2020-11-25,363.0,11.0,45.0,180.0,29.0,35.0,7.0,26.0,30.0
2020-11-26,324.0,10.0,35.0,170.0,21.0,32.0,6.0,22.0,28.0
2020-11-27,352.0,10.0,30.0,203.0,23.0,27.0,5.0,20.0,34.0
2020-11-28,381.0,10.0,27.0,239.0,26.0,27.0,5.0,17.0,30.0
2020-11-29,376.0,9.0,35.0,233.0,22.0,25.0,5.0,17.0,30.0
2020-11-30,353.0,8.0,41.0,186.0,27.0,26.0,5.0,25.0,35.0
2020-12-01,329.0,9.0,47.0,162.0,23.0,25.0,7.0,23.0,33.0
2020-12-02,336.0,8.0,43.0,159.0,26.0,27.0,7.0,26.0,40.0
2020-12-03,352.0,10.0,43.0,159.0,32.0,33.0,10.0,25.0,40.0
2020-12-04,373.0,14.0,46.0,177.0,30.0,32.0,8.0,28.0,38.0
2020-12-05,401.0,10.0,45.0,220.0,33.0,26.0,8.0,24.0,35.0
2020-12-06,383.0,9.0,44.0,217.0,28.0,25.0,7.0,20.0,33.0
2020-12-07,353.0,7.0,53.0,174.0,28.0,23.0,6.0,21.0,41.0
2020-12-08,346.0,9.0,48.0,164.0,28.0,30.0,4.0,27.0,36.0
2020-12-09,345.0,8.0,50.0,163.0,31.0,29.0,3.0,27.0,34.0
2020-12-10,341.0,11.0,49.0,161.0,26.0,24.0,4.0,29.0,37.0
2020-12-11,329.0,10.0,44.0,157.0,31.0,27.0,4.0,25.0,31.0
2020-12-12,349.0,13.0,40.0,179.0,25.0,28.0,5.0,25.0,34.0
2020-12-13,321.0,9.0,32.0,172.0,20.0,27.0,10.0,21.0,30.0
2020-12-14,325.0,11.0,34.0,165.0,24.0,26.0,11.0,21.0,33.0
2020-12-15,319.0,11.0,39.0,161.0,24.0,24.0,9.0,20.0,31.0
2020-12-16,307.0,13.0,34.0,151.0,24.0,25.0,8.0,23.0,29.0
2020-12-17,309.0,12.0,36.0,148.0,25.0,24.0,7.0,23.0,34.0
2020-12-18,345.0,14.0,39.0,180.0,30.0,25.0,6.0,21.0,30.0
2020-12-19,372.0,16.0,35.0,212.0,33.0,25.0,4.0,18.0,29.0
2020-12-20,357.0,14.0,31.0,216.0,20.0,28.0,6.0,16.0,26.0
2020-12-21,332.0,15.0,38.0,172.0,28.0,28.0,8.0,18.0,25.0
2020-12-22,314.0,17.0,36.0,154.0,24.0,29.0,8.0,16.0,30.0
2020-12-23,322.0,13.0,38.0,158.0,30.0,28.0,7.0,16.0,32.0
2020-12-24,323.0,14.0,29.0,165.0,27.0,31.0,9.0,15.0,33.0
2020-12-25,296.0,14.0,35.0,153.0,20.0,28.0,8.0,13.0,25.0
2020-12-26,237.0,12.0,26.0,126.0,13.0,23.0,8.0,11.0,18.0
2020-12-28,307.0,14.0,29.0,167.0,24.0,23.0,5.0,19.0,26.0
2020-12-29,329.0,16.0,32.0,185.0,23.0,23.0,5.0,19.0,26.0
2020-12-30,341.0,15.0,37.0,189.0,28.0,24.0,3.0,16.0,29.0
2020-12-31,353.0,15.0,32.0,202.0,26.0,24.0,6.0,17.0,31.0
2021-01-01,358.0,12.0,27.0,225.0,18.0,26.0,8.0,18.0,24.0
2021-01-02,355.0,14.0,31.0,214.0,14.0,28.0,7.0,20.0,27.0
2021-01-03,333.0,13.0,35.0,193.0,14.0,27.0,6.0,19.0,26.0
2021-01-04,322.0,13.0,39.0,169.0,22.0,25.0,7.0,20.0,27.0
2021-01-05,327.0,16.0,35.0,165.0,22.0,26.0,10.0,21.0,32.0
2021-01-06,326.0,13.0,38.0,155.0,22.0,32.0,10.0,27.0,29.0
2021-01-07,335.0,12.0,38.0,161.0,25.0,29.0,11.0,26.0,33.0
2021-01-08,318.0,12.0,31.0,167.0,22.0,28.0,8.0,20.0,30.0
2021-01-09,381.0,13.0,35.0,229.0,22.0,29.0,4.0,23.0,26.0
2021-01-10,394.0,25.0,37.0,231.0,17.0,30.0,5.0,24.0,25.0
2021-01-11,357.0,29.0,39.0,176.0,23.0,28.0,5.0,28.0,29.0
2021-01-12,335.0,26.0,36.0,155.0,24.0,27.0,6.0,27.0,34.0
2021-01-13,332.0,23.0,39.0,157.0,26.0,23.0,6.0,24.0,34.0
2021-01-14,368.0,23.0,36.0,183.0,29.0,25.0,6.0,25.0,41.0
2021-01-15,377.0,22.0,33.0,203.0,28.0,27.0,7.0,22.0,35.0
2021-01-16,415.0,22.0,34.0,242.0,26.0,30.0,7.0,26.0,28.0
2021-01-17,433.0,20.0,35.0,276.0,19.0,27.0,6.0,22.0,28.0
2021-01-18,396.0,18.0,38.0,240.0,24.0,21.0,5.0,20.0,30.0
2021-01-19,358.0,16.0,34.0,202.0,28.0,19.0,4.0,26.0,29.0
2021-01-20,350.0,21.0,41.0,178.0,26.0,22.0,4.0,26.0,32.0
2021-01-21,367.0,23.0,35.0,181.0,31.0,28.0,6.0,28.0,35.0
2021-01-22,344.0,17.0,35.0,180.0,26.0,23.0,5.0,24.0,34.0
2021-01-23,283.0,13.0,29.0,151.0,19.0,21.0,5.0,17.0,28.0
2021-01-24,258.0,13.0,28.0,140.0,14.0,20.0,4.0,17.0,22.0
2021-01-25,329.0,15.0,38.0,168.0,25.0,23.0,6.0,24.0,30.0
2021-01-26,337.0,14.0,41.0,170.0,25.0,22.0,9.0,26.0,30.0
2021-01-27,339.0,12.0,37.0,169.0,24.0,23.0,11.0,29.0,34.0
2021-01-28,324.0,16.0,37.0,145.0,28.0,27.0,10.0,27.0,34.0
2021-01-29,357.0,20.0,36.0,175.0,25.0,28.0,10.0,27.0,36.0
2021-01-30,377.0,15.0,33.0,213.0,25.0,28.0,9.0,24.0,30.0
2021-01-31,374.0,11.0,35.0,223.0,18.0,30.0,9.0,19.0,29.0
2021-02-01,366.0,13.0,38.0,185.0,25.0,29.0,10.0,27.0,39.0
2021-02-02,329.0,16.0,36.0,156.0,28.0,29.0,9.0,23.0,32.0
2021-02-03,336.0,18.0,36.0,157.0,26.0,30.0,8.0,23.0,38.0
2021-02-04,356.0,19.0,35.0,169.0,29.0,32.0,8.0,23.0,41.0
2021-02-05,371.0,15.0,36.0,192.0,26.0,29.0,7.0,24.0,42.0
2021-02-06,433.0,17.0,35.0,258.0,28.0,28.0,6.0,25.0,36.0
2021-02-07,348.0,13.0,28.0,203.0,17.0,29.0,5.0,19.0,34.0
2021-02-08,344.0,10.0,37.0,170.0,27.0,32.0,4.0,23.0,41.0
2021-02-09,357.0,13.0,37.0,173.0,29.0,33.0,5.0,28.0,39.0
2021-02-10,345.0,15.0,34.0,172.0,24.0,30.0,5.0,25.0,40.0
2021-02-11,349.0,16.0,40.0,171.0,28.0,30.0,6.0,26.0,32.0
2021-02-12,357.0,10.0,42.0,180.0,30.0,28.0,8.0,26.0,33.0
2021-02-13,384.0,7.0,39.0,211.0,26.0,34.0,9.0,24.0,34.0
2021-02-14,368.0,7.0,34.0,214.0,20.0,31.0,9.0,21.0,32.0
2021-02-15,358.0,7.0,32.0,206.0,23.0,31.0,9.0,22.0,28.0
2021-02-16,352.0,8.0,37.0,181.0,26.0,29.0,10.0,26.0,35.0
2021-02-17,351.0,11.0,37.0,173.0,29.0,28.0,10.0,29.0,34.0
2021-02-18,365.0,14.0,42.0,165.0,33.0,31.0,8.0,29.0,43.0
2021-02-19,381.0,12.0,41.0,182.0,36.0,34.0,12.0,25.0,39.0
2021-02-20,403.0,12.0,33.0,225.0,25.0,36.0,12.0,29.0,31.0
2021-02-21,436.0,11.0,27.0,275.0,21.0,39.0,8.0,25.0,30.0
2021-02-22,395.0,12.0,38.0,209.0,26.0,42.0,8.0,25.0,35.0
2021-02-23,385.0,12.0,46.0,184.0,26.0,42.0,7.0,26.0,42.0
2021-02-24,367.0,10.0,40.0,171.0,28.0,38.0,7.0,27.0,46.0
2021-02-25,371.0,11.0,44.0,173.0,30.0,34.0,8.0,27.0,44.0
2021-02-26,400.0,11.0,46.0,203.0,33.0,33.0,7.0,26.0,41.0
2021-02-27,426.0,11.0,35.0,239.0,29.0,38.0,5.0,28.0,41.0
2021-02-28,455.0,13.0,37.0,276.0,25.0,37.0,4.0,23.0,40.0
2021-03-01,415.0,16.0,42.0,208.0,34.0,36.0,4.0,24.0,51.0
2021-03-02,385.0,19.0,38.0,172.0,29.0,39.0,6.0,29.0,53.0
2021-03-03,359.0,12.0,40.0,164.0,30.0,37.0,7.0,25.0,44.0
2021-03-04,344.0,8.0,43.0,158.0,27.0,34.0,7.0,27.0,40.0
2021-03-05,364.0,8.0,37.0,182.0,35.0,33.0,7.0,25.0,37.0
2021-03-06,417.0,10.0,38.0,242.0,31.0,33.0,6.0,22.0,35.0
2021-03-07,414.0,12.0,39.0,246.0,26.0,30.0,8.0,22.0,31.0
2021-03-08,384.0,9.0,39.0,199.0,35.0,31.0,8.0,25.0,38.0
2021-03-09,351.0,11.0,40.0,172.0,28.0,29.0,8.0,26.0,37.0
2021-03-10,350.0,9.0,41.0,166.0,29.0,30.0,6.0,31.0,38.0
2021-03-11,354.0,9.0,39.0,183.0,26.0,29.0,7.0,29.0,32.0
2021-03-12,380.0,9.0,37.0,203.0,31.0,31.0,9.0,26.0,34.0
2021-03-13,418.0,10.0,35.0,247.0,29.0,31.0,6.0,24.0,36.0
2021-03-14,393.0,9.0,34.0,228.0,24.0,36.0,6.0,20.0,36.0
2021-03-15,363.0,9.0,40.0,180.0,30.0,35.0,6.0,26.0,37.0
2021-03-16,374.0,13.0,40.0,180.0,32.0,39.0,6.0,26.0,38.0
2021-03-17,389.0,16.0,40.0,179.0,35.0,38.0,4.0,25.0,52.0
2021-03-18,374.0,14.0,41.0,171.0,34.0,40.0,4.0,21.0,49.0
2021-03-19,392.0,16.0,40.0,201.0,35.0,35.0,4.0,22.0,39.0
2021-03-20,428.0,13.0,38.0,239.0,31.0,36.0,6.0,24.0,41.0
2021-03-21,419.0,10.0,33.0,264.0,22.0,29.0,7.0,21.0,33.0
2021-03-22,375.0,11.0,40.0,197.0,35.0,25.0,6.0,23.0,38.0
2021-03-23,362.0,8.0,37.0,183.0,29.0,32.0,8.0,29.0,36.0
2021-03-24,361.0,11.0,36.0,179.0,32.0,30.0,9.0,24.0,40.0
2021-03-25,356.0,12.0,36.0,183.0,36.0,24.0,7.0,19.0,39.0
2021-03-26,417.0,14.0,42.0,222.0,35.0,27.0,8.0,20.0,49.0
2021-03-27,467.0,16.0,30.0,277.0,38.0,29.0,9.0,25.0,43.0
2021-03-28,464.0,20.0,28.0,287.0,32.0,32.0,5.0,20.0,40.0
2021-03-29,392.0,14.0,42.0,208.0,45.0,44.0,7.0,27.0,5.0
2021-03-30,366.0,16.0,45.0,186.0,38.0,42.0,6.0,29.0,4.0
2021-03-31,386.0,16.0,44.0,200.0,38.0,44.0,4.0,29.0,11.0
2021-04-01,401.0,14.0,44.0,213.0,42.0,47.0,6.0,28.0,7.0
2021-04-02,415.0,13.0,44.0,224.0,48.0,42.0,7.0,32.0,5.0
2021-04-03,438.0,12.0,37.0,254.0,44.0,42.0,11.0,31.0,7.0
2021-04-04,387.0,11.0,36.0,226.0,34.0,40.0,11.0,24.0,5.0
2021-04-05,378.0,13.0,44.0,196.0,41.0,41.0,10.0,26.0,7.0
2021-04-06,371.0,13.0,47.0,187.0,35.0,43.0,10.0,33.0,3.0
2021-04-07,367.0,15.0,47.0,181.0,36.0,45.0,7.0,27.0,9.0
2021-04-08,385.0,13.0,47.0,197.0,36.0,48.0,10.0,27.0,7.0
2021-04-09,412.0,12.0,46.0,225.0,40.0,48.0,10.0,25.0,6.0
2021-04-10,472.0,11.0,42.0,291.0,40.0,44.0,10.0,27.0,7.0
2021-04-11,462.0,12.0,41.0,285.0,37.0,42.0,10.0,26.0,9.0
2021-04-12,405.0,12.0,45.0,212.0,41.0,51.0,10.0,29.0,5.0
2021-04-13,385.0,9.0,45.0,197.0,40.0,52.0,12.0,26.0,4.0
2021-04-14,407.0,14.0,39.0,212.0,40.0,52.0,12.0,29.0,9.0
2021-04-15,418.0,16.0,43.0,220.0,42.0,50.0,12.0,23.0,12.0
2021-04-16,435.0,16.0,39.0,244.0,47.0,44.0,15.0,24.0,6.0
2021-04-17,495.0,13.0,42.0,300.0,42.0,54.0,12.0,25.0,7.0
2021-04-18,476.0,11.0,40.0,292.0,34.0,56.0,14.0,23.0,6.0
2021-04-19,426.0,12.0,48.0,216.0,50.0,52.0,14.0,30.0,4.0
2021-04-20,404.0,13.0,47.0,201.0,45.0,53.0,13.0,24.0,8.0
2021-04-21,391.0,10.0,46.0,196.0,45.0,51.0,13.0,22.0,8.0
2021-04-22,403.0,13.0,49.0,204.0,42.0,51.0,9.0,28.0,7.0
2021-04-23,418.0,16.0,47.0,215.0,47.0,49.0,8.0,28.0,8.0
2021-04-24,481.0,17.0,47.0,274.0,47.0,49.0,6.0,26.0,15.0
2021-04-25,419.0,17.0,39.0,239.0,36.0,46.0,10.0,20.0,12.0
2021-04-26,399.0,12.0,48.0,195.0,44.0,51.0,12.0,26.0,11.0
2021-04-27,390.0,14.0,51.0,187.0,35.0,51.0,13.0,33.0,6.0
2021-04-28,403.0,15.0,50.0,199.0,34.0,51.0,14.0,35.0,5.0
2021-04-29,428.0,19.0,48.0,225.0,36.0,44.0,15.0,37.0,4.0
2021-04-30,435.0,21.0,49.0,227.0,46.0,48.0,16.0,23.0,5.0
2021-05-01,460.0,16.0,37.0,270.0,45.0,49.0,12.0,24.0,7.0
2021-05-02,447.0,8.0,38.0,276.0,35.0,49.0,13.0,21.0,7.0
2021-05-03,405.0,8.0,44.0,223.0,41.0,52.0,8.0,23.0,6.0
2021-05-04,372.0,8.0,44.0,193.0,38.0,51.0,9.0,23.0,6.0
2021-05-05,389.0,10.0,45.0,201.0,37.0,55.0,7.0,28.0,6.0
2021-05-06,392.0,13.0,42.0,203.0,50.0,48.0,6.0,25.0,5.0
2021-05-07,399.0,9.0,46.0,217.0,45.0,48.0,7.0,23.0,4.0
2021-05-08,461.0,14.0,41.0,282.0,44.0,44.0,7.0,24.0,5.0
2021-05-09,419.0,11.0,37.0,256.0,38.0,46.0,7.0,18.0,6.0
2021-05-10,415.0,14.0,46.0,214.0,49.0,53.0,7.0,23.0,9.0
2021-05-11,408.0,11.0,51.0,203.0,40.0,56.0,9.0,32.0,6.0
2021-05-12,406.0,24.0,43.0,199.0,41.0,55.0,11.0,26.0,7.0
2021-05-13,419.0,25.0,44.0,211.0,43.0,53.0,11.0,22.0,10.0
2021-05-14,446.0,12.0,49.0,243.0,47.0,49.0,11.0,27.0,8.0
2021-05-15,364.0,11.0,36.0,196.0,40.0,44.0,11.0,21.0,5.0
2021-05-16,330.0,10.0,30.0,193.0,31.0,35.0,7.0,17.0,7.0
2021-05-17,401.0,12.0,49.0,199.0,45.0,48.0,12.0,28.0,8.0
2021-05-18,368.0,11.0,46.0,177.0,39.0,44.0,12.0,30.0,9.0
2021-05-19,398.0,14.0,43.0,203.0,40.0,46.0,14.0,33.0,5.0
2021-05-20,417.0,14.0,43.0,222.0,39.0,47.0,14.0,32.0,6.0
2021-05-21,446.0,17.0,42.0,244.0,39.0,47.0,14.0,38.0,5.0
2021-05-22,486.0,18.0,38.0,292.0,43.0,45.0,8.0,32.0,10.0
2021-05-23,503.0,15.0,45.0,313.0,38.0,46.0,12.0,25.0,9.0
2021-05-24,408.0,11.0,49.0,215.0,39.0,48.0,12.0,27.0,7.0
2021-05-25,370.0,12.0,41.0,195.0,35.0,45.0,12.0,27.0,3.0
2021-05-26,413.0,13.0,50.0,223.0,33.0,45.0,13.0,30.0,6.0
2021-05-27,412.0,15.0,47.0,216.0,41.0,46.0,13.0,29.0,5.0
2021-05-28,469.0,20.0,45.0,256.0,50.0,50.0,13.0,29.0,6.0
2021-05-29,489.0,11.0,43.0,296.0,45.0,44.0,13.0,27.0,10.0
2021-05-30,488.0,11.0,42.0,307.0,40.0,46.0,13.0,23.0,6.0
2021-05-31,484.0,13.0,42.0,293.0,41.0,44.0,12.0,24.0,15.0
2021-06-01,439.0,13.0,48.0,239.0,44.0,43.0,14.0,25.0,13.0
2021-06-02,400.0,12.0,52.0,205.0,37.0,41.0,11.0,30.0,12.0
2021-06-03,417.0,12.0,49.0,227.0,39.0,43.0,12.0,29.0,6.0
2021-06-04,433.0,13.0,49.0,242.0,42.0,43.0,11.0,30.0,3.0
2021-06-05,476.0,13.0,43.0,292.0,50.0,42.0,12.0,21.0,3.0
2021-06-06,461.0,13.0,38.0,286.0,42.0,45.0,13.0,20.0,4.0
2021-06-07,417.0,11.0,49.0,229.0,42.0,46.0,11.0,22.0,7.0
2021-06-08,407.0,11.0,51.0,208.0,38.0,48.0,12.0,27.0,12.0
2021-06-09,419.0,11.0,54.0,218.0,42.0,46.0,14.0,26.0,8.0
2021-06-10,450.0,11.0,54.0,241.0,46.0,45.0,11.0,28.0,14.0
2021-06-11,464.0,12.0,52.0,266.0,47.0,40.0,12.0,28.0,7.0
2021-06-12,496.0,13.0,49.0,288.0,53.0,42.0,12.0,28.0,11.0
2021-06-13,461.0,14.0,44.0,268.0,43.0,36.0,14.0,27.0,15.0
2021-06-14,441.0,14.0,53.0,234.0,47.0,40.0,14.0,32.0,7.0
2021-06-15,416.0,12.0,57.0,217.0,41.0,42.0,13.0,27.0,7.0
2021-06-16,428.0,18.0,53.0,220.0,46.0,42.0,17.0,27.0,5.0
2021-06-17,449.0,17.0,49.0,240.0,48.0,41.0,17.0,33.0,4.0
2021-06-18,467.0,18.0,51.0,261.0,51.0,40.0,15.0,26.0,5.0
2021-06-19,516.0,25.0,41.0,313.0,46.0,42.0,14.0,31.0,4.0
2021-06-20,480.0,25.0,42.0,279.0,41.0,47.0,13.0,27.0,6.0
2021-06-21,451.0,35.0,53.0,222.0,41.0,50.0,12.0,31.0,7.0
2021-06-22,434.0,32.0,58.0,216.0,39.0,47.0,13.0,24.0,5.0
2021-06-23,431.0,20.0,59.0,221.0,42.0,46.0,9.0,28.0,6.0
2021-06-24,431.0,16.0,54.0,229.0,40.0,46.0,7.0,28.0,11.0
2021-06-25,442.0,18.0,56.0,233.0,47.0,41.0,10.0,32.0,5.0
2021-06-26,351.0,17.0,40.0,190.0,37.0,35.0,7.0,22.0,3.0
2021-06-27,417.0,17.0,45.0,240.0,38.0,37.0,12.0,22.0,6.0
2021-06-28,421.0,15.0,53.0,222.0,44.0,42.0,13.0,25.0,7.0
2021-06-29,405.0,12.0,53.0,214.0,39.0,40.0,13.0,28.0,6.0
2021-06-30,422.0,19.0,55.0,211.0,44.0,44.0,14.0,30.0,5.0
2021-07-01,440.0,22.0,52.0,229.0,50.0,44.0,12.0,25.0,6.0
2021-07-02,449.0,14.0,54.0,245.0,49.0,42.0,13.0,27.0,5.0
2021-07-03,488.0,14.0,46.0,274.0,54.0,47.0,17.0,27.0,9.0
2021-07-04,481.0,19.0,44.0,283.0,49.0,43.0,16.0,23.0,4.0
2021-07-05,502.0,14.0,50.0,296.0,56.0,46.0,16.0,21.0,3.0
2021-07-06,422.0,15.0,58.0,219.0,49.0,40.0,12.0,26.0,3.0
2021-07-07,420.0,18.0,57.0,202.0,48.0,43.0,12.0,34.0,6.0
2021-07-08,446.0,17.0,55.0,227.0,51.0,48.0,13.0,31.0,4.0
2021-07-09,473.0,15.0,57.0,252.0,51.0,49.0,13.0,28.0,8.0
2021-07-10,507.0,16.0,49.0,297.0,52.0,45.0,14.0,25.0,9.0
2021-07-11,491.0,16.0,44.0,277.0,57.0,44.0,16.0,28.0,9.0
2021-07-12,429.0,17.0,48.0,218.0,52.0,45.0,14.0,31.0,4.0
2021-07-13,426.0,16.0,48.0,218.0,46.0,47.0,12.0,26.0,13.0
