,Fishing,TugTow,Recreational,Passenger,Cargo,Tanker,Other,Unavailable
9/25/19,9,46,199,59,22,16,27,40
9/26/19,8,47,223,58,29,16,27,35
9/27/19,8,46,210,65,29,15,24,32
9/28/19,5,45,219,63,26,10,24,31
9/29/19,5,45,251,50,25,9,21,35
9/30/19,7,50,201,57,23,13,27,33
10/1/19,9,45,182,56,24,14,32,32
10/2/19,5,45,188,60,25,16,28,36
10/3/19,4,43,182,62,23,16,32,34
10/4/19,5,41,187,68,28,15,26,37
10/5/19,8,42,232,63,24,18,19,32
10/6/19,5,44,261,48,25,18,21,35
10/7/19,12,41,202,54,24,20,26,37
10/8/19,9,41,194,46,25,18,32,31
10/9/19,7,44,189,61,25,15,34,35
10/10/19,7,46,192,65,25,17,40,41
10/11/19,7,47,251,73,26,17,45,46
10/12/19,3,47,303,70,24,15,37,47
10/13/19,5,44,325,65,27,10,39,44
10/14/19,7,44,244,67,24,13,35,45
10/15/19,5,47,198,52,28,14,27,43
10/16/19,7,48,193,51,32,15,29,41
10/17/19,8,48,170,56,26,14,29,39
10/18/19,5,48,195,62,27,16,29,34
10/19/19,5,44,226,61,28,16,22,33
10/20/19,5,40,238,54,27,19,23,35
10/21/19,5,44,189,65,33,20,25,35
10/22/19,6,46,181,58,35,18,28,33
10/23/19,4,45,170,55,36,18,29,34
10/24/19,5,49,177,61,35,18,28,36
10/25/19,7,49,200,59,31,18,26,42
10/26/19,7,45,231,57,27,15,24,34
10/27/19,4,39,211,50,27,20,17,28
10/28/19,5,46,175,48,27,18,20,28
10/29/19,5,45,151,46,28,21,20,32
10/30/19,7,44,149,53,27,22,26,28
10/31/19,6,44,139,47,29,23,22,32
11/1/19,6,42,162,54,28,24,24,33
11/2/19,8,42,200,62,23,23,24,31
11/3/19,7,39,236,49,26,20,22,28
11/4/19,6,47,186,46,26,20,34,30
11/5/19,6,43,148,48,28,21,30,32
11/6/19,6,46,149,45,25,22,23,38
11/7/19,10,46,158,45,26,21,26,38
11/8/19,6,49,162,51,23,21,25,33
11/9/19,6,46,207,50,23,20,25,35
11/10/19,6,47,224,42,23,21,24,28
11/11/19,7,45,184,53,22,20,26,29
11/12/19,6,49,160,52,22,20,27,33
11/13/19,6,53,149,45,23,16,26,33
11/14/19,7,49,151,52,24,12,23,33
11/15/19,6,48,172,52,21,11,26,34
11/16/19,6,42,201,52,21,13,24,38
11/17/19,6,40,210,45,20,16,22,34
11/18/19,8,47,180,48,24,16,27,36
11/19/19,10,47,148,46,25,17,26,31
11/20/19,15,45,141,41,23,19,31,33
11/21/19,12,47,148,49,24,21,29,35
11/22/19,10,48,164,49,21,20,34,34
11/23/19,10,41,181,49,24,18,28,35
11/24/19,9,39,195,36,23,20,24,31
11/25/19,10,43,162,46,22,19,28,38
11/26/19,9,46,127,44,23,19,26,37
11/27/19,10,46,131,40,22,18,24,33
11/28/19,7,42,126,38,27,18,21,32
11/29/19,9,39,151,34,25,17,20,32
11/30/19,10,39,138,34,31,18,22,30
12/1/19,8,38,134,27,34,18,21,25
12/2/19,9,50,126,41,34,19,25,33
12/3/19,9,51,121,42,26,12,24,29
12/4/19,9,49,130,42,23,11,23,29
12/5/19,10,53,140,50,25,8,22,29
12/6/19,11,53,130,45,29,9,26,31
12/7/19,8,49,138,46,25,10,21,36
12/8/19,11,48,160,41,27,9,19,29
12/9/19,9,49,147,46,21,9,25,30
12/10/19,7,51,132,45,22,11,22,32
12/11/19,11,50,129,46,22,14,24,29
12/12/19,14,51,131,49,24,14,22,29
12/13/19,19,45,137,48,26,12,23,34
12/14/19,26,50,165,50,27,13,21,34
12/15/19,19,45,169,42,24,14,19,31
12/16/19,19,44,141,40,21,13,22,33
12/17/19,12,47,130,38,23,13,24,32
12/18/19,11,46,124,39,25,14,22,32
12/19/19,13,41,131,45,26,14,20,32
12/20/19,11,45,139,48,22,12,19,31
12/21/19,9,38,153,41,26,15,17,31
12/22/19,8,39,146,33,29,17,16,27
12/23/19,15,38,144,44,24,14,17,28
12/24/19,12,39,137,42,26,14,15,26
12/25/19,8,34,116,31,26,14,14,22
12/26/19,13,38,139,35,31,12,15,27
12/27/19,14,40,153,34,33,12,17,28
12/28/19,15,38,165,37,25,15,20,27
12/29/19,13,39,142,34,19,17,17,23
12/30/19,15,36,140,35,23,20,16,32
12/31/19,16,37,159,40,23,20,16,29
